Tender Title,Label,Tender No and date,Plant/Unit,Tender issue date and time,Bid Submission Closing date and Time,Remarks,Label_Code
"Various manual handling jobs inside the plant at SRU , IFICO Ramgarh",skilled_manpower,SRU/CC-HO/OTE/IFICO/Various manual handling jobs/2020-22/128         Date: 09-04-2020,SAIL REFRACTORY UNIT,Apr  9 2020  4:00:00:000PM,Apr 30 2020  1:00:00:000PM, --  ,6
Online Open Tender for Civil Repairing Jobs in Plant & Township at SRU-IFICO as per Job Details mentioned in Annexure – I,skilled_manpower,SRU/IFI/CC/OTE/Civil/2020-21/36 Dated: 06/05/2020,SAIL REFRACTORY UNIT,May 15 2020  6:00:00:000PM,Jun  4 2020  2:00:00:000PM, --  ,6
Miscellaneous Civil Repair & Maintenance works at  SRU Ranchi Road,skilled_manpower,SRU/RR/CC/OTE/Misc.Civil Rep.Maint & Painting/2019-20/24 Dt.07.03.2020,SAIL REFRACTORY UNIT,Mar 13 2020  4:00:00:000PM,Apr 17 2020  2:00:00:000PM,Corr,6
"Maintenance & modification of various gardens at SRU, Bhilai Plant area",unskilled_manpower ,SRUB/CC/OTE/2019-20/1646                    Dated 29.02.2020,SAIL REFRACTORY UNIT,Feb 29 2020  8:00:00:000PM,Mar 23 2020 12:00:00:000PM, --  ,7
Registration of Road Transport Contractors,none,TC (CB)-1(371)/20 and 21.02.2020,CMO Transport and Shipping,Feb 21 2020  3:30:00:000PM,Sep 12 2021  3:00:00:000PM,Corr,4
Refractory maintenance of ovens by Ceramic Welding,skilled_manpower,Tender Enq. No. : CCW/2019-20/103/OTE/19-20/148,IISCO Steel Plant,Mar 12 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
REFRACTORY INSTALLATION IN STEEL LADLE AND OTHER MISCELLANEOUS JOBS.,skilled_manpower,Tender Enq. No. : CCW/2019-20/260/OTE/19-20/154,IISCO Steel Plant,Apr 10 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
"Replacement of damaged/ worm out mechanical components of EOT cranes in BOF & CCP area including in-situ repair by gas cutting, welding & grinding.",skilled_manpower,Tender Enq. No. : CCW/2019-20/385/OTE/19-20/153,IISCO Steel Plant,Apr 10 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
"In Situ Fabrication/Replacement/Repairing of damaged/deformed structural of EOT Cranes, Realignment of Drives and Preventive Maintenance of EOT Cranes of BOF & CCP Area.",skilled_manpower,Tender Enq. No. : CCW/2019-20/386/OTE/19-20/142,IISCO Steel Plant,Mar  4 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
In Situ Replacement and reconditioning of Operator Cabin Window Glass & Frame of EOT Crane in BOF & CCP Area,skilled_manpower,Tender Enq. No. : CCW/2019-20/389/OTE/19-20/147,IISCO Steel Plant,Mar  7 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
"Maintenance of FDA, MVWS and InerGen System of COB#11 Complex (including Battery, CDCP, BPP, Coal and Coke Area)",skilled_manpower,Tender Enq. No. : CCW/2019-20/85/OTE/19-20/151,IISCO Steel Plant,Mar 20 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
"Cleaning of Rich CO Gas Main in ODPL and Cellar, Changing of Pre-heaters in N1 Block & N2 Block of COB#11 and related pipeline repair works.",skilled_manpower,Tender Enq. No. : CCW/2019-20/97/OTE/19-20/150,IISCO Steel Plant,Mar 20 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
"Online Lance Jam Cutting, removal & other associated activities at BOF",skilled_manpower,Tender Enq. No. : CCW/2019-20/R-104/OTE/19-20/163,IISCO Steel Plant,Apr 24 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
Annual Maintenance Contract for Dry Fog Dust Suppression System,skilled_manpower,Tender Enq. No. : CCW/2019-20/R-74/OTE/19-20/159,IISCO Steel Plant,Apr 10 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,6
"CRANE OPERATION, RIGGING & LOADING UNLOADING JOBS OF FERRO ALLOYS STORES.",skilled_manpower,Tender Enq. No. : CCW/2019-20/R-89/OTE/19-20/164,IISCO Steel Plant,May 14 2020  6:00:00:000PM,May 29 2020  3:00:00:000PM, --  ,6
Supply of Drive Wheel Assembly and Idle  Wheel Assembly,vehicle/equipment_hiring,Tender No 3710063 dtd.29.02.2020,Visvesvaraya Iron & Steel Plant,Mar  2 2020 10:15:00:000AM,Mar 21 2020  3:00:00:000PM,Corr,8
,none,Tender No. SAIL/CMO/T&S/BTSO-VIZAG/20-21/EX/1   Date: 27-04-2020.,CMO Transport and Shipping,Apr 27 2020 10:00:00:000PM,May 11 2020  3:00:00:000PM, --  ,4
"Tender for Handling, Transportation and Stevedoring of Pig Iron for Export from Visakhapatnam Port. Tender No. SAIL/CMO/T&S/BTSO-VIZAG/20-21/EX/1   Date: 27-04-2020.",vehicle/equipment_hiring,Tender No. SAIL/CMO/T&S/BTSO-VIZAG/20-21/EX/1   Date: 27-04-2020.,CMO Transport and Shipping,Apr 27 2020 10:00:00:000PM,May 11 2020  3:00:00:000PM,Corr,8
Hiring of 03 (three) No. diesel operated Mahindra & Mahindra Bolero DI of January 2016 or any later Model for deployment at Bolani Ores Mines (BOM) on 24 hours per day basis for 365 days in a year.,vehicle/equipment_hiring,"TENDER NOTICE NO. BOM/CC/MINES/T-24/2020-21, DATED: 28/04/2020.",Raw Materials Division (RMD),May  6 2020 11:00:00:000AM,May 29 2020  4:00:00:000PM, --  ,8
Hiring of 02 (Two) No. diesel operated Mahindra & Mahindra Bolero DI of January 2016 or any later Model for deployment at Bolani Ores Mines (BOM) on 24 hours per day basis for 365 days in a year.,vehicle/equipment_hiring,"TENDER NOTICE NO. BOM/CC/MINES/T-26/2020-21, DATED: 28/04/2020.",Raw Materials Division (RMD),May  7 2020 11:00:00:000AM,Jun  2 2020  4:00:00:000PM, --  ,8
Hiring of 02 (Two) No. diesel operated Mahindra & Mahindra Bolero DI of January 2016 or any later Model for deployment at Bolani Ores Mines (BOM) on 24 hours per day basis for 365 days in a year.,vehicle/equipment_hiring,"TENDER NOTICE NO: BOM/CC/MINES/T-25/2020-21,  Dated: 28/04/2020.",Raw Materials Division (RMD),May  6 2020 11:00:00:000AM,May 29 2020  4:00:00:000PM, --  ,8
Hiring of 03 (three) No. diesel operated Mahindra & Mahindra Bolero Camper of January 2016 or any later Model for deployment at Bolani Ores Mines (BOM) on 24 hours per day basis for 365 days in a year.,vehicle/equipment_hiring,"TENDER NOTICE NO: BOM/CC/MINES/T-27/2020-21,  Dated: 28/04/2020.",Raw Materials Division (RMD),May 11 2020 11:30:00:000AM,Jun  5 2020  4:00:00:000PM, --  ,8
Hiring of 02 (Two) No. diesel operated Mahindra & Mahindra Bolero Camper of January 2016 or any later Model for deployment at Bolani Ores Mines (BOM) on 24 hours per day basis for 365 days in a year.,vehicle/equipment_hiring,"TENDER NOTICE NO: BOM/CC/MINES/T-28/2020-21,  Dated: 28/04/2020.",Raw Materials Division (RMD),May 11 2020 11:30:00:000AM,Jun  5 2020  4:00:00:000PM, --  ,8
"Repairing, maintenance Carpentry & Fitter jobs at different area of Burnpur township including RSTS, STO & RANGAPARA",skilled_manpower,TS/C-5/Civil/OTE/1109/ 19-20,IISCO Steel Plant,Mar  9 2020  6:00:00:000PM,May 12 2020  3:00:00:000PM,Corr,6
"Renovation of Toilet, kitchen & Drawing Floor at Burnpur Township Including South Town Area.",skilled_manpower,TS/C-5/Civil/OTE/1110/19-20 dt. 09.03.2020,IISCO Steel Plant,Mar  9 2020  6:00:00:000PM,May 15 2020  3:00:00:000PM,Corr,6
"Smoke based mosquito control for adult mosquito and control of larva by Mist Bolo machine, treatment of Anti Rodent and snake at residential building, office building at ISP Township.",vehicle/equipment_hiring,TS/C-5/Civil/OTE/1113/19-20 Dated 11.03.2020,IISCO Steel Plant,Mar 11 2020  6:00:00:000PM,May 19 2020  3:00:00:000PM,Corr,8
Extensive repair of Main Road & Arterial Roads at  Burnpur Township,skilled_manpower,TS/C-5/Civil/OTE/1114/19-20 Dt. 11.03.2020,IISCO Steel Plant,Mar 11 2020  6:00:00:000PM,May 15 2020  3:00:00:000PM,Corr,6
Major modification/renovation of CISF Colony at New Town.,skilled_manpower,TS/C-5/Civil/OTE/1124/19-20,IISCO Steel Plant,Mar 12 2020  6:00:00:000PM,May 12 2020  3:00:00:000PM,Corr,6
Face Lifting of Single Storied Buildings at CD Township.,skilled_manpower,TS/C-5/Civil/OTE/1130/19-20 Dt.18.03.2020,IISCO Steel Plant,Mar 18 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
Face Lifting of Two Storied Buildings at CD Township.,skilled_manpower,TS/C-5/Civil/OTE/1134/19-20 Dt.18.03.2020,IISCO Steel Plant,Mar 18 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
"Building maintenance for SAIL House, Guest House, Transit House and Canning Ware-House (including Plumbing).",unskilled_manpower ,TS/C-5/KOL/OTE/16/20-21 Dt.22.04.2020,IISCO Steel Plant,Apr 22 2020  4:00:00:000PM,May 15 2020  3:00:00:000PM, --  ,7
Allotment of Canteen,none,WC / 4284 DATED 19.05.2020,Rourkela Steel Plant,May 20 2020 12:00:00:000PM,Jun 19 2020  3:00:00:000PM, --  ,4
